date,open,high,low,close,adj_close,volume,MM_20,RSI_14,EMA_short,EMA_long,MACD,Signal_Line,MACD_Histogram,signal
2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,37.79377746582031,148158800,,,39.47999954223633,39.47999954223633,0.0,0.0,0.0,
2019-01-03,35.994998931884766,36.43000030517578,35.5,35.54750061035156,34.029239654541016,365248800,,,38.874999706561745,39.18870332505968,-0.31370361849793227,-0.06274072369958646,-0.2509628947983458,
2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,35.481929779052734,234428400,,,38.59653800196901,39.031391865922586,-0.4348538639535775,-0.1371633517503847,-0.2976905122031928,
2019-01-07,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,35.4029426574707,219111200,,,38.348224181503824,38.87962196244278,-0.5313977809389598,-0.21601023758809973,-0.3153875433508601,
2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,36.07783126831055,164101200,,,38.246574307426314,38.79131663189146,-0.5447423244651475,-0.2817566549635093,-0.26298566950163815,
2019-01-09,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,36.69049835205078,180396400,,,38.25902432007587,38.756959799132716,-0.4979354790568422,-0.3249924197821759,-0.1729430592746663,
2019-01-10,38.125,38.49250030517578,37.71500015258789,38.45000076293945,36.807777404785156,143122800,,,38.28840531128566,38.73422209274803,-0.44581678146236925,-0.3491572921182146,-0.09665948934415464,
2019-01-11,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,36.4463996887207,108092800,,,38.255188851323744,38.68520551710249,-0.4300166657787443,-0.3653291668503206,-0.06468749892842374,
2019-01-14,37.712501525878906,37.817501068115234,37.30500030517578,37.5,35.898338317871094,129756800,,,38.13900595112009,38.597412515835636,-0.45840656471554553,-0.38394464642336557,-0.07446191829217996,
2019-01-15,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,36.63307189941406,114843600,,,38.15877454803311,38.57297468733334,-0.4142001393002346,-0.3899957449987394,-0.02420439430149518,
2019-01-16,38.27000045776367,38.970001220703125,38.25,38.73500061035156,37.08060836791992,122278800,,,38.24742471146672,38.58497660755692,-0.3375518960901971,-0.379506975217031,0.04195507912683388,
2019-01-17,38.54999923706055,39.415000915527344,38.314998626708984,38.96500015258789,37.300777435302734,119284800,,,38.35782093317767,38.61312649978144,-0.25530556660376647,-0.3546666934943781,0.09936112689061166,
2019-01-18,39.375,39.470001220703125,38.994998931884766,39.20500183105469,37.53052520751953,135004000,,,38.48815645592798,38.656969116912784,-0.16881266098480552,-0.3174958869924636,0.1486832260076581,
2019-01-22,39.102500915527344,39.182498931884766,38.154998779296875,38.32500076293945,36.68811798095703,121576000,,,38.463055580083584,38.63237886847031,-0.16932328838672817,-0.28786136727131656,0.1185380788845884,
2019-01-23,38.537498474121094,38.78499984741211,37.92499923706055,38.47999954223633,36.83648681640625,92522400,,45.32273259299438,38.4656623434917,38.621091510971496,-0.15542916747979518,-0.2613749273130123,0.10594575983321713,
2019-01-24,38.52750015258789,38.619998931884766,37.935001373291016,38.17499923706055,36.54451370239258,101766000,,68.6017501416501,38.42094494250229,38.58804763882994,-0.16710269632765318,-0.2425204811159405,0.07541778478828731,
2019-01-25,38.869998931884766,39.532501220703125,38.58000183105469,39.439998626708984,37.755489349365234,134142000,,67.43757849251793,38.57772243238024,38.65115511941357,-0.07343268703333194,-0.2087029222994188,0.13527023526608686,
2019-01-28,38.9474983215332,39.08250045776367,38.415000915527344,39.07500076293945,37.40607452392578,104768400,,64.75151095303124,38.654226790927815,38.68255109300809,-0.02832430208027148,-0.17262719825558936,0.14430289617531789,
2019-01-29,39.0625,39.532501220703125,38.52750015258789,38.66999816894531,37.01837158203125,166348800,,57.232224390013776,38.656653156776656,38.68162124678121,-0.02496809000455613,-0.1430953766053827,0.11812728660082658,
2019-01-30,40.8125,41.537498474121094,40.057498931884766,41.3125,39.54801940917969,244439200,38.38812484741211,66.96986152592996,39.065244978811016,38.87650115442705,0.18874382438396964,-0.07672753640751225,0.26547136079148187,
2019-01-31,41.52750015258789,42.25,41.13999938964844,41.61000061035156,39.83280563354492,162958400,38.49462490081787,67.61425904969437,39.45674584520187,39.07898259560664,0.3777632495952332,0.014170620793036846,0.3635926288021964,
2019-02-01,41.7400016784668,42.244998931884766,41.48249816894531,41.630001068115234,39.85196304321289,130672400,38.798749923706055,70.65312909152436,39.791092802573154,39.26794692690357,0.5231458756695844,0.11596567176834637,0.407180203901238,
2019-02-04,41.852500915527344,42.915000915527344,41.81999969482422,42.8125,40.98394012451172,125982000,39.08612499237061,78.80183188121892,40.25592467910036,39.5305064137996,0.7254182653007604,0.2378561904748292,0.48756207482593117,
2019-02-05,43.21500015258789,43.77000045776367,43.087501525878906,43.54499816894531,41.68516540527344,144406400,39.41424999237061,78.72106850552721,40.76193598523035,39.827876173440025,0.9340598117903269,0.3770969147379288,0.5569628970523981,
2019-02-06,43.662498474121094,43.89250183105469,43.212501525878906,43.560001373291016,41.69951248168945,112958400,39.70787506103515,77.61876541872778,41.19240758339353,40.10432989194751,1.0880776914460242,0.519293070079548,0.5687846213664762,
2019-02-07,43.099998474121094,43.48500061035156,42.584999084472656,42.73500061035156,40.90975570678711,126966800,39.92825012207031,70.20363438622458,41.42972958754092,40.29919438960707,1.1305351979338525,0.6415414956504089,0.48899370228344363,
2019-02-08,42.247501373291016,42.665000915527344,42.10499954223633,42.602500915527344,40.957820892333984,95280000,40.135875129699706,68.41961363719089,41.610155945692675,40.469809687823386,1.1403462578692896,0.741302448094185,0.39904380977510456,
2019-02-11,42.76250076293945,42.8025016784668,42.3125,42.35749816894531,40.722286224365234,83973600,40.35012512207031,73.47886403605602,41.725131672346926,40.60963846420279,1.1154932081441373,0.8161406001041756,0.2993526080399618,
